id_perkara;jenis_perkara;tingkat;usia_tersangka;jenis_kelamin;domisili;pendidikan;jumlah_bb;nilai_kerugian;pasal_utama;residivis;tgl_mulai;tgl_selesai;lama_proses_hari;status_akhir
PIDUM-100364;Narkotika;Prapenuntutan;24.0;L;DKI;SMP;1;330468;UU_35_2009_112;Tidak;12/6/2024;2/18/2025;74;Tahap II
PIDUM-100365;Narkotika;Prapenuntutan;32.0;L;Jabar;S1;3;353512;KUHP_378;Ya;2/28/2024;6/15/2024;108;Tahap II
PIDUM-100366;Penipuan;Penuntutan;25.0;P;Jatim;SMP;4;1076561;UU_23_2004_44;Tidak;1/24/2025;4/12/2025;78;P21
PIDUM-100367;penganiayaan;Prapenuntutan;27.0;P;DKI;SMA;2;164615;KUHP_378;Tidak;10/9/2024;12/19/2024;71;SP3
PIDUM-100368;Pencurian;Penuntutan;24.0;P;DIY;SMA;2;249236;UU_35_2009_112;Tidak;1/27/2024;5/17/2024;111;Tahap II
PIDUM-100369;KDRT;Prapenuntutan;18.0;L;Jabar;SMA;0;61059;KUHP_303;Ya;1/9/2024;3/12/2024;63;RJ
PIDUM-100370;Penganiayaan;Penuntutan;32.0;L;Jabar;SMA;3;1376866;KUHP_378;Tidak;1/13/2024;4/7/2024;85;Tahap II
PIDUM-100371;Penipuan;penuntutan;36.0;L;Jateng;SMA;2;116244;KUHP_362;Tidak;1/3/2024;3/30/2024;87;SP3
PIDUM-100372;Penipuan;Penuntutan;35.0;L;Banten;SD;3;47695770;KUHP_362;Ya;1/12/2024;2/29/2024;48;P21
PIDUM-100373;Narkotika;Penuntutan;38.0;L;DKI;SMA;2;115064;KUHP_362;Tidak;5/17/2024;9/8/2024;114;P21
PIDUM-100374;Penganiayaan;Prapenuntutan;33.0;P;Jabar;S1;6;85400;UU_35_2009_112;Tidak;1/9/2024;3/17/2024;68;P21
PIDUM-100375;penganiayaan;Prapenuntutan;26.0;L;Sulsel;SD;3;78477;KUHP_303;Ya;2/16/2024;3/31/2024;44;P21
PIDUM-100376;Narkotika;Penuntutan;38.0;L;DKI;SMP;1;96403;KUHP_351;Tidak;8/11/2024;11/15/2024;96;RJ
PIDUM-100377;Perjudian;Penuntutan;18.0;L;Sumut;SMA;90;41531;UU_35_2009_112;Tidak;1/3/2024;2/11/2024;39;SP3
PIDUM-100378;KDRT;PRAPENUNTUTAN;22.0;P;Sulsel;SMA;3;74212;UU_23_2004_44;Tidak;7/21/2024;10/5/2024;76;P21
PIDUM-100379;Pencurian;Prapenuntutan;22.0;L;Jatim;SMA;5;1142767;KUHP_303;Tidak;2/9/2024;4/23/2024;74;P21
PIDUM-100380;Pencurian;Prapenuntutan;40.0;L;Sulsel;SMP;4;339644;KUHP_378;Ya;1/16/2024;5/13/2024;118;Tahap II
PIDUM-100381;KDRT;Prapenuntutan;39.0;P;Jatim;SMA;1;410817;KUHP_351;Tidak;5/23/2024;8/24/2024;93;SP3
PIDUM-100382;Penipuan;Prapenuntutan;35.0;L;Banten;SMP;0;528188;KUHP_362;Tidak;4/28/2024;7/10/2024;73;SP3
PIDUM-100383;Perjudian;penuntutan;40.0;L;Jabar;SMA;7;1018798;KUHP_362;Tidak;9/8/2024;12/24/2024;107;P21
PIDUM-100384;Pencurian;Prapenuntutan;23.0;L;Sulsel;D3;4;27683;KUHP_362;Tidak;6/8/2024;10/16/2024;130;RJ
PIDUM-100385;Narkotika;Prapenuntutan;nan;L;Sumut;SMP;1;47577;KUHP_351;Tidak;7/14/2024;10/19/2024;97;P21
PIDUM-100386;Penipuan;Penuntutan;29.0;P;Jateng;SMA;1;72858;UU_35_2009_112;Tidak;2/9/2024;4/24/2024;75;P21
PIDUM-100387;penipuan;Penuntutan;38.0;L;Jabar;S1;5;101749;KUHP_362;Tidak;1/24/2024;2/15/2024;22;P21
PIDUM-100388;Narkotika;Penuntutan;29.0;L;DKI;SMA;7;120503;KUHP_362;Tidak;6/15/2024;7/17/2024;32;P21
PIDUM-100389;Pencurian;penuntutan;27.0;L;DIY;S1;2;104091;KUHP_362;Tidak;7/16/2024;9/16/2024;62;SP3
PIDUM-100390;NARKOTIKA;Prapenuntutan;35.0;L;Jatim;SMA;4;202664;KUHP_378;Tidak;7/12/2025;8/31/2025;50;P21
pidum-100391;Penganiayaan;Penuntutan;38.0;L;DKI;D3;2;168601;KUHP_378;Tidak;3/4/2024;5/10/2024;67;P21
pidum-100392;Narkotika;Prapenuntutan;24.0;P;Banten;SD;1;78997;UU_35_2009_112;Tidak;2/25/2024;5/12/2024;77;P21
PIDUM-100393;;Prapenuntutan;30.0;L;Jatim;SMP;5;18480;KUHP_351;Tidak;6/28/2024;10/2/2024;96;P21
PIDUM-100394;Penganiayaan;Penuntutan;21.0;L;Jateng;SMP;90;60302;KUHP_351;Tidak;2/20/2024;5/2/2024;72;Tahap II
PIDUM-100395;Perjudian;Penuntutan;15.0;L;Jatim;SMA;1;93972;KUHP_362;Tidak;11/16/2024;2/18/2025;94;P21
PIDUM-100396;Pencurian;Prapenuntutan;32.0;L;DIY;S1;2;127124;KUHP_351;Tidak;8/22/2024;11/7/2024;77;P21
PIDUM-100397;penipuan;Prapenuntutan;36.0;L;Sulsel;SMA;0;52592;UU_23_2004_44;Tidak;3/8/2024;3/13/2024;5;SP3
PIDUM-100398;KDRT;Prapenuntutan;33.0;L;Sumut;SMA;2;99627;UU_23_2004_44;Ya;6/15/2024;7/22/2024;37;RJ
PIDUM-100399;Pencurian;Prapenuntutan;nan;P;Sulsel;SMA;4;52523;KUHP_378;Tidak;6/17/2024;8/25/2024;69;P21
PIDUM-100400;Pencurian;Prapenuntutan;27.0;L;Jabar;SMA;2;143512;UU_23_2004_44;Tidak;1/14/2024;2/9/2024;26;SP3
PIDUM-100401;Narkotika;Penuntutan;15.0;L;DIY;SMA;2;55653;KUHP_378;Tidak;10/6/2024;1/12/2025;98;P21
PIDUM-100402;Pencurian;Prapenuntutan;43.0;L;Sumut;SMA;1;69640;KUHP_362;Ya;3/25/2024;8/8/2024;136;Tahap II
pidum-100403;Penipuan;Penuntutan;21.0;L;DIY;SMA;3;43972;UU_23_2004_44;Tidak;7/29/2024;11/29/2024;123;P21
PIDUM-100404;KDRT;Penuntutan;42.0;L;Jabar;SD;2;139594;KUHP_362;Tidak;2/16/2024;4/22/2024;66;SP3
PIDUM-100405;narkotika;Penuntutan;39.0;L;Jatim;S1;2;68429;KUHP_378;Tidak;9/28/2024;2/9/2025;134;P21
PIDUM-100406;Penganiayaan;Penuntutan;22.0;P;Banten;SMP;1;403037;KUHP_351;Tidak;2/29/2024;5/19/2024;80;P21
PIDUM-100407;Narkotika;Prapenuntutan;20.0;L;Jabar;SD;4;244226;UU_35_2009_112;Tidak;1/2/2024;3/3/2024;61;P21
PIDUM-100408;Penipuan;Prapenuntutan;34.0;L;Jabar;S1;4;151774;KUHP_378;Tidak;10/9/2024;11/28/2024;50;SP3
PIDUM-100409;Pencurian;Penuntutan;23.0;L;Sumut;SMP;3;73314;UU_35_2009_112;Ya;1/12/2024;3/14/2024;62;RJ
PIDUM-100410;Narkotika;Penuntutan;31.0;L;Jateng;SMA;2;238117;KUHP_351;Tidak;2/16/2024;4/15/2024;59;P21
PIDUM-100411;Narkotika;Penuntutan;26.0;P;Sulsel;SMP;6;324714;KUHP_351;Tidak;12/25/2024;3/16/2025;81;Tahap II
pidum-100412;Narkotika;Prapenuntutan;15.0;L;Jatim;SMA;2;187716;KUHP_351;Tidak;12/26/2024;3/17/2025;81;Tahap II
PIDUM-100413;Penganiayaan;Penuntutan;15.0;L;Jabar;SMP;3;809119;UU_23_2004_44;Tidak;4/12/2024;6/26/2024;75;Tahap II
PIDUM-100414;Penipuan;Prapenuntutan;33.0;L;Banten;SMA;2;257722;KUHP_303;Ya;4/29/2024;7/30/2024;92;Tahap II
PIDUM-100415;Pencurian;Penuntutan;25.0;L;DKI;SMA;5;405796;UU_35_2009_112;Tidak;3/12/2024;7/12/2024;122;RJ
PIDUM-100416;Pencurian;Penuntutan;26.0;L;Jatim;SMA;2;186011;KUHP_362;Tidak;2/11/2024;6/2/2024;112;Tahap II
PIDUM-100417;Perjudian;Prapenuntutan;37.0;L;Jateng;SMA;2;319868;KUHP_303;Ya;2/17/2024;3/3/2024;15;Tahap II
PIDUM-100418;Penipuan;Penuntutan;41.0;L;DIY;S1;5;73366;KUHP_362;Tidak;5/13/2024;5/18/2024;5;P21
PIDUM-100419;Pencurian;Prapenuntutan;28.0;P;Jabar;SD;2;102909;KUHP_362;Tidak;6/16/2024;10/6/2024;112;P21
PIDUM-100420;;Prapenuntutan;27.0;L;Banten;SMA;2;230813;KUHP_351;Tidak;7/7/2024;7/27/2024;20;Tahap II
PIDUM-100421;Pencurian;Prapenuntutan;35.0;L;Jatim;SMA;6;229142;UU_23_2004_44;Tidak;7/6/2024;9/10/2024;66;RJ
PIDUM-100422;Penganiayaan;Penuntutan;nan;L;Banten;S1;0;270387;KUHP_362;Tidak;1/12/2024;2/9/2024;28;SP3
PIDUM-100423;Penganiayaan;Penuntutan;33.0;L;Banten;SD;4;489134;KUHP_362;Ya;3/22/2024;3/27/2024;5;Tahap II
PIDUM-100424;Pencurian;Penuntutan;35.0;L;Sulsel;SMA;0;39145;UU_35_2009_112;Tidak;1/8/2024;4/13/2024;96;SP3
PIDUM-100425;Narkotika;PRAPENUNTUTAN;37.0;L;Sumut;S1;3;61423;KUHP_351;Tidak;4/5/2024;7/19/2024;105;SP3
PIDUM-100426;Penipuan;Penuntutan;15.0;L;DIY;SMP;2;204755;UU_35_2009_112;Tidak;3/10/2024;4/30/2024;51;SP3
PIDUM-100427;Narkotika;Penuntutan;590.0;L;Jateng;S1;3;78876;UU_35_2009_112;Tidak;9/19/2024;9/24/2024;5;P21
PIDUM-100428;Penipuan;prapenuntutan;23.0;P;Sulsel;SD;4;4769577;UU_35_2009_112;Tidak;2/21/2024;4/14/2024;53;SP3
PIDUM-100429;Pencurian;Penuntutan;31.0;L;Jatim;SMA;2;272588;KUHP_362;Tidak;1/15/2024;4/14/2024;90;P21
PIDUM-100430;KDRT;Prapenuntutan;35.0;L;Jabar;S1;8;150492;KUHP_362;Tidak;1/19/2024;2/3/2024;15;RJ
PIDUM-100431;Perjudian;Penuntutan;44.0;L;Jateng;SMA;0;97200;KUHP_303;Tidak;6/21/2024;9/11/2024;82;Tahap II
PIDUM-100432;Perjudian;prapenuntutan;26.0;L;Jabar;SMA;6;100693;UU_23_2004_44;Tidak;4/25/2024;7/8/2024;74;Tahap II
PIDUM-100433;perjudian;Prapenuntutan;nan;L;DKI;SD;3;167735;KUHP_351;Tidak;1/13/2024;4/20/2024;98;Tahap II
PIDUM-100434;KDRT;Prapenuntutan;41.0;P;Banten;S1;1;47695770;KUHP_362;Tidak;1/11/2024;3/30/2024;79;P21
PIDUM-100435;Narkotika;Penuntutan;33.0;L;DKI;SMA;1;103084;KUHP_362;Tidak;5/24/2024;6/29/2024;36;P21
PIDUM-100436;Pencurian;Prapenuntutan;42.0;P;Sumut;SD;2;123852;KUHP_378;Tidak;1/10/2024;5/11/2024;122;Tahap II
  PIDUM-100437  ;Narkotika;Prapenuntutan;33.0;L;Banten;SMA;3;624236;KUHP_378;Ya;7/26/2024;10/2/2024;68;P21
PIDUM-100438;penipuan;Penuntutan;20.0;L;DIY;SMA;5;649855;KUHP_351;Tidak;5/26/2024;8/7/2024;73;P21
PIDUM-100439;PENIPUAN;Penuntutan;19.0;L;Jateng;SMP;0;209406;KUHP_378;Tidak;1/11/2024;2/17/2024;37;P21
PIDUM-100440;Narkotika;prapenuntutan;17.0;L;Jabar;SMP;1;42562;KUHP_378;Tidak;1/11/2024;3/8/2024;57;P21
PIDUM-100441;Pencurian;Prapenuntutan;36.0;L;Sulsel;SD;2;278870;UU_23_2004_44;Ya;6/1/2025;7/10/2025;39;Tahap II
PIDUM-100442;Penganiayaan;Prapenuntutan;nan;P;Sumut;SMA;3;770105;KUHP_362;Tidak;2/26/2024;5/4/2024;68;P21
PIDUM-100443;KDRT;Prapenuntutan;47.0;P;DIY;SMA;2;640356;KUHP_362;Tidak;2/25/2024;7/17/2024;143;P21
PIDUM-100444;Narkotika;penuntutan;38.0;P;Jabar;SMA;4;339227;KUHP_362;Tidak;7/20/2024;8/9/2024;20;P21
PIDUM-100445;Narkotika;Penuntutan;41.0;L;Jateng;D3;3;674969;UU_23_2004_44;Tidak;12/19/2024;12/29/2024;10;P21
PIDUM-100446;Penganiayaan;PENUNTUTAN;25.0;L;Jatim;S1;2;171679;KUHP_303;Tidak;5/27/2025;10/7/2025;133;P21
PIDUM-100447;Penganiayaan;Prapenuntutan;20.0;L;Sumut;SMA;2;305010;UU_35_2009_112;Ya;6/16/2024;8/21/2024;66;Tahap II
  PIDUM-100448  ;  Perjudian  ;penuntutan;38.0;L;DKI;SD;3;82390;KUHP_362;Tidak;2/26/2024;4/14/2024;48;P21
PIDUM-100449;Penipuan;Penuntutan;34.0;L;DKI;SMA;2;218003;KUHP_351;Tidak;1/11/2024;5/6/2024;116;Tahap II
PIDUM-100450;Penipuan;Penuntutan;31.0;L;Sulsel;SMA;1;615096;KUHP_351;Tidak;6/29/2024;8/18/2024;50;Tahap II
PIDUM-100451;Narkotika;PENUNTUTAN;34.0;L;Jabar;SMA;3;90271;UU_35_2009_112;Tidak;4/8/2024;9/3/2024;148;Tahap II
PIDUM-100452;Narkotika;Penuntutan;33.0;L;Jabar;SMA;7;68772;KUHP_351;Tidak;3/7/2024;6/17/2024;102;Tahap II
PIDUM-100453;Penganiayaan;PENUNTUTAN;42.0;L;Jabar;SMA;3;179420;KUHP_362;Tidak;10/11/2024;12/5/2024;55;SP3
pidum-100454;Penipuan;Prapenuntutan;590.0;L;Sumut;S1;2;129746;KUHP_378;Tidak;1/15/2024;6/24/2024;161;SP3
PIDUM-100455;  Narkotika  ;Penuntutan;35.0;L;Jateng;SMP;5;311497;KUHP_351;Tidak;3/22/2024;5/11/2024;50;P21
PIDUM-100456;Narkotika;prapenuntutan;38.0;L;Jatim;SMA;1;103439;UU_35_2009_112;Tidak;1/2/2024;4/15/2024;104;P21
PIDUM-100457;Penipuan;Penuntutan;35.0;L;DKI;SD;1;907491;KUHP_362;Tidak;3/16/2024;6/10/2024;86;P21
PIDUM-100458;;Prapenuntutan;26.0;L;DIY;S1;1;44816;KUHP_303;Tidak;1/7/2024;5/13/2024;127;SP3
PIDUM-100459;Pencurian;Penuntutan;37.0;L;Banten;SD;4;570195;UU_35_2009_112;Tidak;1/16/2024;6/1/2024;137;Tahap II
PIDUM-100460;  Perjudian  ;Penuntutan;18.0;L;Sumut;SD;90;75746;UU_23_2004_44;Ya;1/16/2024;4/1/2024;76;P21
PIDUM-100461;Penganiayaan;Prapenuntutan;40.0;L;Sumut;SMP;3;27011;UU_35_2009_112;Ya;5/5/2024;6/18/2024;44;P21
PIDUM-100462;Narkotika;Prapenuntutan;20.0;L;Jateng;SMA;3;206462;UU_23_2004_44;Tidak;6/13/2024;9/14/2024;93;Tahap II
PIDUM-100463;Pencurian;Penuntutan;33.0;L;DKI;SMP;2;126170;UU_23_2004_44;Tidak;4/15/2024;6/1/2024;47;Tahap II
PIDUM-100464;;Penuntutan;23.0;L;Sulsel;SMA;0;53658;UU_35_2009_112;Tidak;1/27/2025;7/1/2025;155;Tahap II
PIDUM-100465;Narkotika;Prapenuntutan;35.0;L;Jatim;SMA;1;30291;UU_23_2004_44;Tidak;2/26/2024;5/16/2024;80;Tahap II
PIDUM-100466;Pencurian;Prapenuntutan;30.0;L;Jateng;SD;2;161399;KUHP_351;Tidak;2/10/2024;4/10/2024;60;Tahap II
PIDUM-100467;Narkotika;Penuntutan;16.0;L;DIY;SMP;2;431851;KUHP_351;Tidak;8/31/2024;11/21/2024;82;Tahap II
PIDUM-100468;KDRT;Prapenuntutan;34.0;L;DKI;D3;0;292129;KUHP_362;Ya;1/31/2024;2/21/2024;21;RJ
PIDUM-100469;Pencurian;Prapenuntutan;25.0;L;Jateng;SMA;0;172250;KUHP_378;Tidak;1/31/2025;3/8/2025;36;SP3
PIDUM-100470;Penipuan;Prapenuntutan;38.0;L;DKI;SMA;3;262720;KUHP_378;Tidak;1/2/2024;5/4/2024;123;RJ
PIDUM-100471;Narkotika;Prapenuntutan;31.0;L;DKI;SMA;1;158385;KUHP_303;Tidak;2/24/2025;4/13/2025;48;P21
PIDUM-100472;Penipuan;Prapenuntutan;34.0;L;Sulsel;SMP;6;38959;KUHP_362;Tidak;1/6/2024;2/8/2024;33;SP3
PIDUM-100473;penganiayaan;prapenuntutan;22.0;L;Sumut;SD;3;39304;UU_35_2009_112;Ya;9/23/2024;12/28/2024;96;Tahap II
PIDUM-100474;Pencurian;Prapenuntutan;25.0;L;Jatim;SMP;0;132830;KUHP_362;Tidak;3/31/2024;7/31/2024;122;P21
pidum-100475;Pencurian;Prapenuntutan;26.0;P;Sumut;D3;3;138599;KUHP_378;Ya;8/17/2025;11/28/2025;103;Tahap II
PIDUM-100476;;Prapenuntutan;38.0;L;Banten;S1;1;381163;KUHP_362;Tidak;1/10/2024;5/3/2024;114;P21
PIDUM-100477;Pencurian;Prapenuntutan;46.0;L;Jatim;SMA;3;347077;UU_23_2004_44;Ya;4/6/2024;5/20/2024;44;Tahap II
PIDUM-100478;Penipuan;Prapenuntutan;23.0;L;DKI;SD;2;298084;KUHP_351;Tidak;2/22/2025;3/12/2025;18;RJ
PIDUM-100479;Perjudian;Penuntutan;40.0;L;Jateng;SMP;2;122972;KUHP_351;Ya;3/29/2024;8/11/2024;135;Tahap II
PIDUM-100480;Perjudian;Prapenuntutan;15.0;P;DIY;SMP;1;40918;KUHP_303;Tidak;4/29/2024;6/30/2024;62;P21
  PIDUM-100481  ;Penipuan;Prapenuntutan;20.0;L;Sulsel;SMA;90;245750;UU_35_2009_112;Tidak;5/22/2024;7/25/2024;64;P21
PIDUM-100482;Pencurian;Prapenuntutan;22.0;L;Jatim;SD;2;275176;KUHP_362;Tidak;3/13/2024;7/19/2024;128;Tahap II
PIDUM-100483;Penganiayaan;Prapenuntutan;18.0;P;Banten;S1;0;14935;UU_35_2009_112;Ya;4/28/2024;8/3/2024;97;Tahap II
PIDUM-100484;;Penuntutan;16.0;L;DKI;SMA;3;70661;KUHP_362;Tidak;4/15/2024;7/17/2024;93;RJ
PIDUM-100485;Penganiayaan;Penuntutan;34.0;P;DIY;S1;2;81547;UU_23_2004_44;Tidak;10/4/2024;3/14/2025;161;P21
PIDUM-100486;Narkotika;Penuntutan;29.0;P;Jatim;D3;4;183203;KUHP_378;Tidak;1/6/2024;2/24/2024;49;P21
PIDUM-100487;Narkotika;Penuntutan;34.0;L;Sumut;SMA;2;72885;KUHP_351;Ya;2/9/2024;5/31/2024;112;Tahap II
PIDUM-100488;Penganiayaan;Penuntutan;37.0;L;Sumut;SMA;4;156665;UU_35_2009_112;Tidak;12/26/2024;3/13/2025;77;P21
PIDUM-100489;Penganiayaan;Prapenuntutan;33.0;L;Jatim;SMA;5;131855;KUHP_362;Tidak;9/22/2024;12/16/2024;85;Tahap II
PIDUM-100490;Perjudian;Prapenuntutan;36.0;L;Jatim;SMA;1;138808;KUHP_303;Tidak;3/13/2024;7/27/2024;136;P21
PIDUM-100491;Penipuan;Prapenuntutan;30.0;L;Jatim;SMA;4;79507;UU_23_2004_44;Tidak;4/26/2024;7/30/2024;95;Tahap II
PIDUM-100492;Penganiayaan;Penuntutan;20.0;P;DIY;SMA;1;85906;UU_23_2004_44;Tidak;2/8/2024;5/14/2024;96;P21
PIDUM-100493;KDRT;Prapenuntutan;40.0;L;Sumut;S1;3;55256;KUHP_351;Tidak;1/26/2024;5/22/2024;117;P21
pidum-100494;KDRT;Penuntutan;25.0;L;Jateng;SMA;2;238009;KUHP_351;Tidak;3/15/2024;5/14/2024;60;P21
PIDUM-100495;Penganiayaan;Prapenuntutan;22.0;P;Banten;D3;4;288111;KUHP_362;Tidak;2/22/2024;4/3/2024;41;P21
PIDUM-100496;  Penganiayaan  ;Penuntutan;29.0;L;Banten;S1;1;75311;KUHP_378;Tidak;4/15/2024;5/18/2024;33;P21
PIDUM-100497;Narkotika;Prapenuntutan;22.0;L;Sulsel;SMP;5;744628;UU_35_2009_112;Tidak;1/10/2024;1/15/2024;5;P21
  PIDUM-100498  ;kdrt;Prapenuntutan;27.0;L;DKI;SD;3;118823;UU_35_2009_112;Tidak;3/15/2025;8/19/2025;157;P21
PIDUM-100499;Perjudian;Prapenuntutan;34.0;P;Jabar;SMA;1;751769;UU_23_2004_44;Tidak;5/29/2025;6/28/2025;30;Tahap II
PIDUM-100500;Pencurian;Prapenuntutan;34.0;L;Jateng;SMA;1;85637;KUHP_362;Ya;5/23/2024;7/28/2024;66;P21
PIDUM-100501;Penganiayaan;prapenuntutan;22.0;L;Sumut;D3;3;21448;KUHP_362;Tidak;4/2/2024;6/4/2024;63;RJ
PIDUM-100502;Narkotika;Prapenuntutan;26.0;L;DKI;SMA;4;243335;KUHP_362;Tidak;2/14/2024;5/11/2024;87;P21
PIDUM-100503;Narkotika;Prapenuntutan;nan;L;Sulsel;SMA;2;208677;KUHP_351;Tidak;7/20/2024;11/4/2024;107;Tahap II
PIDUM-100504;Pencurian;Prapenuntutan;35.0;P;DKI;SMA;1;168449;KUHP_362;Tidak;5/18/2024;9/4/2024;109;P21
PIDUM-100505;  Perjudian  ;Prapenuntutan;49.0;L;Jatim;SD;2;85627;UU_35_2009_112;Tidak;1/22/2024;3/13/2024;51;P21
PIDUM-100506;PENIPUAN;Penuntutan;41.0;L;Jabar;SMA;6;157224;KUHP_351;Ya;10/17/2024;12/24/2024;68;SP3
  PIDUM-100507  ;Perjudian;Penuntutan;41.0;P;Sumut;D3;90;97610;KUHP_362;Tidak;7/26/2024;10/20/2024;86;SP3
PIDUM-100508;Perjudian;Penuntutan;18.0;L;Jabar;SMP;4;120288;KUHP_303;Tidak;12/25/2024;2/28/2025;65;Tahap II
pidum-100509;  Penipuan  ;Penuntutan;37.0;L;Jateng;SMA;0;377615;KUHP_362;Tidak;6/4/2024;10/21/2024;139;Tahap II
PIDUM-100510;Narkotika;prapenuntutan;30.0;L;Jabar;SMA;3;195676;KUHP_378;Tidak;4/24/2024;7/27/2024;94;Tahap II
PIDUM-100511;Narkotika;PENUNTUTAN;26.0;L;DKI;SMP;2;299524;KUHP_351;Tidak;3/6/2024;6/18/2024;104;SP3
PIDUM-100512;Pencurian;Prapenuntutan;32.0;L;Jabar;SMP;4;129072;UU_35_2009_112;Tidak;11/19/2024;2/28/2025;101;Tahap II
PIDUM-100513;Penipuan;PRAPENUNTUTAN;39.0;P;Jabar;S1;0;115610;UU_23_2004_44;Tidak;8/29/2024;12/28/2024;121;Tahap II
PIDUM-100514;Pencurian;Prapenuntutan;35.0;L;Banten;SMA;3;51354;KUHP_362;Ya;1/6/2024;3/28/2024;82;RJ
PIDUM-100515;Penipuan;Penuntutan;23.0;L;Sumut;SMP;2;112416;UU_35_2009_112;Tidak;1/4/2024;1/27/2024;23;Tahap II
PIDUM-100516;;Prapenuntutan;37.0;L;Sumut;SMP;1;5877;KUHP_303;Tidak;2/26/2024;5/26/2024;90;P21
PIDUM-100517;Pencurian;Prapenuntutan;25.0;L;DKI;SMA;3;90199;KUHP_378;Tidak;7/18/2024;9/4/2024;48;P21
PIDUM-100518;Pencurian;Prapenuntutan;32.0;L;DIY;SMA;2;149960;KUHP_351;Tidak;6/7/2025;7/30/2025;53;SP3
PIDUM-100519;PENCURIAN;PRAPENUNTUTAN;28.0;L;Jabar;SMA;3;285978;UU_35_2009_112;Tidak;1/20/2024;4/27/2024;98;Tahap II
PIDUM-100520;;Prapenuntutan;29.0;P;Jabar;SD;2;124408;KUHP_378;Tidak;4/18/2024;8/20/2024;124;SP3
PIDUM-100521;Penipuan;Prapenuntutan;37.0;L;Jatim;S1;2;230423;UU_23_2004_44;Tidak;2/27/2024;5/12/2024;75;Tahap II
PIDUM-100522;Narkotika;prapenuntutan;21.0;L;Sumut;SMA;4;18401;KUHP_362;Tidak;2/24/2025;5/22/2025;87;P21
PIDUM-100523;Pencurian;Penuntutan;48.0;L;Jabar;SMP;3;153762;KUHP_362;Ya;8/9/2024;12/30/2024;143;Tahap II
PIDUM-100524;Pencurian;Penuntutan;15.0;P;Sumut;SMA;3;30348;KUHP_351;Tidak;8/6/2024;10/29/2024;84;P21
PIDUM-100525;Pencurian;Penuntutan;25.0;L;Jabar;SMA;6;48615;KUHP_351;Tidak;3/16/2024;9/11/2024;179;P21
PIDUM-100526;Pencurian;Prapenuntutan;34.0;L;Banten;S1;2;134973;KUHP_351;Tidak;3/5/2024;6/10/2024;97;SP3
PIDUM-100527;Perjudian;Prapenuntutan;36.0;P;DKI;S1;5;583187;KUHP_351;Tidak;2/8/2024;2/13/2024;5;Tahap II
PIDUM-100528;Penganiayaan;Prapenuntutan;30.0;P;Sumut;SMP;3;235910;KUHP_362;Ya;1/7/2024;4/21/2024;105;Tahap II
PIDUM-100529;Penganiayaan;prapenuntutan;30.0;L;Jateng;S1;0;165749;KUHP_362;Tidak;8/28/2024;11/26/2024;90;P21
PIDUM-100530;Pencurian;Prapenuntutan;34.0;L;DKI;D3;1;159606;UU_23_2004_44;Tidak;7/20/2024;11/23/2024;126;Tahap II
PIDUM-100531;Penganiayaan;Penuntutan;28.0;L;Jatim;S1;2;79727;KUHP_362;Tidak;9/7/2026;12/17/2026;101;P21
PIDUM-100532;Narkotika;Penuntutan;43.0;L;DKI;SMP;4;94468;KUHP_362;Tidak;11/14/2025;1/22/2026;69;P21
PIDUM-100533;Narkotika;Prapenuntutan;38.0;L;Jabar;SMA;2;249540;KUHP_351;Tidak;4/7/2024;5/3/2024;26;P21
PIDUM-100534;Penganiayaan;Prapenuntutan;38.0;L;Jatim;SMP;6;40726;UU_23_2004_44;Tidak;6/24/2024;8/29/2024;66;P21
PIDUM-100535;Pencurian;Penuntutan;22.0;L;DKI;D3;3;294505;KUHP_303;Tidak;12/13/2024;1/22/2025;40;Tahap II
PIDUM-100536;Penganiayaan;Prapenuntutan;30.0;P;Sulsel;SD;4;110358;KUHP_303;Tidak;8/15/2024;10/5/2024;51;P21
pidum-100537;Penganiayaan;Prapenuntutan;28.0;P;Jatim;SMA;7;371593;KUHP_362;Tidak;2/4/2024;5/12/2024;98;Tahap II
PIDUM-100538;  Pencurian  ;Prapenuntutan;21.0;L;Sulsel;SMP;3;425531;KUHP_303;Tidak;3/12/2024;7/31/2024;141;Tahap II
PIDUM-100539;KDRT;Penuntutan;34.0;P;Jateng;SMP;3;30543;UU_35_2009_112;Tidak;1/17/2024;4/16/2024;90;Tahap II
PIDUM-100540;Narkotika;Penuntutan;26.0;L;DKI;SMA;1;90982;KUHP_351;Ya;1/4/2025;1/31/2025;27;P21
PIDUM-100541;Narkotika;Prapenuntutan;36.0;L;Sumut;S1;3;69180;UU_35_2009_112;Tidak;4/21/2024;7/22/2024;92;P21
PIDUM-100542;  Narkotika  ;Penuntutan;21.0;L;Sumut;SMA;2;26562;KUHP_303;Tidak;2/1/2024;6/2/2024;122;SP3
PIDUM-100543;Narkotika;Penuntutan;46.0;L;DIY;S1;4;57957;KUHP_303;Tidak;5/13/2024;7/2/2024;50;P21
PIDUM-100544;Narkotika;Prapenuntutan;22.0;L;Jabar;SMP;4;1869638;UU_23_2004_44;Tidak;4/25/2024;7/3/2024;69;P21
PIDUM-100545;  Penipuan  ;Prapenuntutan;32.0;L;Sulsel;SMA;1;299392;UU_23_2004_44;Tidak;2/23/2024;5/8/2024;75;Tahap II
PIDUM-100546;  Penipuan  ;Prapenuntutan;38.0;L;Jatim;SMA;4;1107137;KUHP_351;Ya;1/15/2024;2/27/2024;43;Tahap II
